Genotype	Sample	TCRa_reads	Observation_type	Shannon_diversity	Coverage
CtslDeltaTEC	30903b-048	307032	Rarefaction	1801.06046523429	0.97446355487241
CtslDeltaTEC	30903b-048	307824	Rarefaction	1801.2848611117	0.974501880361504
CtslDeltaTEC	30903b-048	308615	Rarefaction	1801.50806513729	0.974539918569974
CtslDeltaTEC	30903b-048	309406	Rarefaction	1801.73036667713	0.974577720087369
CtslDeltaTEC	30903b-048	310198	Rarefaction	1801.95205156935	0.974615334270612
CtslDeltaTEC	30903b-048	310989	Rarefaction	1802.17256617679	0.974652668147868
CtslDeltaTEC	30903b-048	311780	Rarefaction	1802.39219622925	0.974689771352005
CtslDeltaTEC	30903b-048	312572	Rarefaction	1802.61122408766	0.974726692315507
CtslDeltaTEC	30903b-048	313363	Rarefaction	1802.82910291287	0.974763339744478
CtslDeltaTEC	30903b-048	314154	Rarefaction	1803.04611491535	0.974799762339166
CtslDeltaTEC	30903b-048	314946	Rarefaction	1803.26253876764	0.974836007630873
CtslDeltaTEC	30903b-048	315737	Rarefaction	1803.47783369253	0.974871985969595
CtslDeltaTEC	30903b-048	316528	Rarefaction	1803.6922796737	0.974907745138721
CtslDeltaTEC	30903b-048	317320	Rarefaction	1803.90615103707	0.974943331790957
CtslDeltaTEC	30903b-048	318111	Rarefaction	1804.11891412451	0.974978657892837
CtslDeltaTEC	30903b-048	318902	Rarefaction	1804.33084368847	0.975013770320072
CtslDeltaTEC	30903b-048	319693	Rarefaction	1804.54194652396	0.975048670884145
CtslDeltaTEC	30903b-048	320485	Rarefaction	1804.75249221338	0.975083405092628
CtslDeltaTEC	30903b-048	321276	Rarefaction	1804.9619554403	0.975117886982199
CtslDeltaTEC	30903b-048	322067	Rarefaction	1805.17060778583	0.975152162296906
CtslDeltaTEC	30903b-048	322859	Rarefaction	1805.37871585102	0.975186275715451
CtslDeltaTEC	30903b-048	323650	Rarefaction	1805.58576008157	0.975220142796428
CtslDeltaTEC	30903b-048	324441	Rarefaction	1805.79200924894	0.975253808443968
CtslDeltaTEC	30903b-048	325233	Rarefaction	1805.99772701543	0.975287316527122
CtslDeltaTEC	30903b-048	326024	Rarefaction	1806.20239873313	0.975320584078225
CtslDeltaTEC	30903b-048	326815	Rarefaction	1806.40629055589	0.975353655181619
CtslDeltaTEC	30903b-048	327607	Rarefaction	1806.60966300901	0.9753865729147
CtslDeltaTEC	30903b-048	328398	Rarefaction	1806.8120075699	0.975419255775391
CtslDeltaTEC	30903b-048	329189	Rarefaction	1807.01358672829	0.975451747043977
CtslDeltaTEC	30903b-048	329981	Rarefaction	1807.21465926874	0.975484089017601
CtslDeltaTEC	30903b-048	330772	Rarefaction	1807.41472138608	0.975516201593514
CtslDeltaTEC	30903b-048	331563	Rarefaction	1807.61403218665	0.975548127300898
CtslDeltaTEC	30903b-048	332355	Rarefaction	1807.81284723476	0.975579907663483
CtslDeltaTEC	30903b-048	333146	Rarefaction	1808.010669592	0.975611463980117
CtslDeltaTEC	30903b-048	333937	Rarefaction	1808.20775455738	0.975642837984421
CtslDeltaTEC	30903b-048	334729	Rarefaction	1808.40435487112	0.975674070491169
CtslDeltaTEC	30903b-048	335520	Rarefaction	1808.59997924492	0.975705084134485
CtslDeltaTEC	30903b-048	336311	Rarefaction	1808.7948798791	0.975735919924434
CtslDeltaTEC	30903b-048	337103	Rarefaction	1808.98930719464	0.975766617957377
CtslDeltaTEC	30903b-048	337894	Rarefaction	1809.1827740101	0.975797102166027
CtslDeltaTEC	30903b-048	338685	Rarefaction	1809.37553065038	0.975827412832632
CtslDeltaTEC	30903b-048	339476	Rarefaction	1809.56758206188	0.975857551377779
CtslDeltaTEC	30903b-048	340268	Rarefaction	1809.75917394765	0.975887556979117
CtslDeltaTEC	30903b-048	341059	Rarefaction	1809.94982656831	0.975917355246692
CtslDeltaTEC	30903b-048	341850	Rarefaction	1810.13978593456	0.975946985564214
CtslDeltaTEC	30903b-048	342642	Rarefaction	1810.3292968672	0.97597648641729
CtslDeltaTEC	30903b-048	343433	Rarefaction	1810.51788346154	0.976005784680523
CtslDeltaTEC	30903b-048	344224	Rarefaction	1810.70578994403	0.976034919013899
CtslDeltaTEC	30903b-048	345016	Rarefaction	1810.89325669613	0.976063927277127
CtslDeltaTEC	30903b-048	345807	Rarefaction	1811.07981480251	0.976092737548215
CtslDeltaTEC	30903b-048	346598	Rarefaction	1811.265705315	0.976121387825126
CtslDeltaTEC	30903b-048	347390	Rarefaction	1811.45116550236	0.976149915319336
CtslDeltaTEC	30903b-048	348181	Rarefaction	1811.63573163866	0.976178249271712
CtslDeltaTEC	30903b-048	348972	Rarefaction	1811.81964182117	0.976206427049435
CtslDeltaTEC	30903b-048	349764	Rarefaction	1812.00313172009	0.976234485259707
CtslDeltaTEC	30903b-048	350555	Rarefaction	1812.18574154043	0.976262354276329
CtslDeltaTEC	30903b-048	351346	Rarefaction	1812.36770718991	0.976290070837749
CtslDeltaTEC	30903b-048	352138	Rarefaction	1812.54926166537	0.976317670920542
CtslDeltaTEC	30903b-048	352929	Rarefaction	1812.72994999106	0.976345086053985
CtslDeltaTEC	30903b-048	353720	Rarefaction	1812.91000553208	0.976372352336512
CtslDeltaTEC	30903b-048	354512	Rarefaction	1813.08965881467	0.976399505155002
CtslDeltaTEC	30903b-048	355303	Rarefaction	1813.26845968658	0.976426477129099
CtslDeltaTEC	30903b-048	356094	Rarefaction	1813.44663888885	0.976453303786888
CtslDeltaTEC	30903b-048	356885	Rarefaction	1813.62419979074	0.976479986260216
CtslDeltaTEC	30903b-048	357677	Rarefaction	1813.80137032267	0.97650655917624
CtslDeltaTEC	30903b-048	358468	Rarefaction	1813.97770559396	0.976532956537023
CtslDeltaTEC	30903b-048	359259	Rarefaction	1814.15343415942	0.976559213123021
CtslDeltaTEC	30903b-048	360051	Rarefaction	1814.32878003112	0.97658536295706
CtslDeltaTEC	30903b-048	360842	Rarefaction	1814.50330391839	0.976611341100214
CtslDeltaTEC	30903b-048	361633	Rarefaction	1814.67723122378	0.97663718174883
CtslDeltaTEC	30903b-048	362425	Rarefaction	1814.85078391638	0.976662918404606
CtslDeltaTEC	30903b-048	363216	Rarefaction	1815.02352762893	0.976688487127801
CtslDeltaTEC	30903b-048	364007	Rarefaction	1815.19568489136	0.976713921545797
CtslDeltaTEC	30903b-048	364799	Rarefaction	1815.36747551283	0.97673925463576
CtslDeltaTEC	30903b-048	365590	Rarefaction	1815.53846933212	0.976764423426387
CtslDeltaTEC	30903b-048	366381	Rarefaction	1815.70888702524	0.976789461070987
CtslDeltaTEC	30903b-048	367173	Rarefaction	1815.87894582151	0.976814399932012
CtslDeltaTEC	30903b-048	367964	Rarefaction	1816.04821956137	0.976839178084926
CtslDeltaTEC	30903b-048	368755	Rarefaction	1816.21692696697	0.97686382810946
CtslDeltaTEC	30903b-048	369547	Rarefaction	1816.38528305963	0.976888381869329
CtslDeltaTEC	30903b-048	370338	Rarefaction	1816.55286586788	0.976912778380568
CtslDeltaTEC	30903b-048	371129	Rarefaction	1816.71989201843	0.976937049705306
CtslDeltaTEC	30903b-048	371921	Rarefaction	1816.88657410765	0.97696122722235
CtslDeltaTEC	30903b-048	372712	Rarefaction	1817.05249473119	0.976985250861823
CtslDeltaTEC	30903b-048	373503	Rarefaction	1817.21786761014	0.977009152147993
CtslDeltaTEC	30903b-048	374295	Rarefaction	1817.38290396637	0.977032962023744
CtslDeltaTEC	30903b-048	375086	Rarefaction	1817.54718974277	0.977056621306601
CtslDeltaTEC	30903b-048	375877	Rarefaction	1817.71093706418	0.977080161033245
CtslDeltaTEC	30903b-048	376668	Rarefaction	1817.87414895828	0.977103582124756
CtslDeltaTEC	30903b-048	377460	Rarefaction	1818.03703343621	0.977126914873467
CtslDeltaTEC	30903b-048	378251	Rarefaction	1818.19918220016	0.977150101245386
CtslDeltaTEC	30903b-048	379042	Rarefaction	1818.36080414742	0.977173171658868
CtslDeltaTEC	30903b-048	379834	Rarefaction	1818.5221056409	0.977196155966834
CtslDeltaTEC	30903b-048	380625	Rarefaction	1818.68268222925	0.977218996966097
CtslDeltaTEC	30903b-048	381416	Rarefaction	1818.84274062237	0.977241724648558
CtslDeltaTEC	30903b-048	382208	Rarefaction	1819.0024851763	0.977264368354532
CtslDeltaTEC	30903b-048	382999	Rarefaction	1819.16151516693	0.97728687178554
CtslDeltaTEC	30903b-048	383790	Rarefaction	1819.3200353088	0.977309264416122
CtslDeltaTEC	30903b-048	384582	Rarefaction	1819.47824812358	0.977331575174216
CtslDeltaTEC	30903b-048	385373	Rarefaction	1819.63575667684	0.977353748584962
CtslDeltaTEC	30903b-048	386164	Rarefaction	1819.79276391347	0.977375813667694
CtslDeltaTEC	30903b-048	386956	Rarefaction	1819.94946981964	0.977397798930936
CtslDeltaTEC	30903b-048	387747	Rarefaction	1820.10548158927	0.977419649666531
CtslDeltaTEC	30903b-048	388538	Rarefaction	1820.26100001278	0.977441394486032
CtslDeltaTEC	30903b-048	389330	Rarefaction	1820.41622338162	0.977463061490333
CtslDeltaTEC	30903b-048	390121	Rarefaction	1820.57076228755	0.977484596725408
CtslDeltaTEC	30903b-048	390912	Rarefaction	1820.72481579833	0.977506028392187
CtslDeltaTEC	30903b-048	391704	Rarefaction	1820.87858020033	0.977527384145345
CtslDeltaTEC	30903b-048	392495	Rarefaction	1821.03166984053	0.977548610854417
CtslDeltaTEC	30903b-048	393286	Rarefaction	1821.18428173721	0.977569736258148
CtslDeltaTEC	30903b-048	394078	Rarefaction	1821.33661039167	0.977590787633952
CtslDeltaTEC	30903b-048	394079	Observed	1821.33680242575	0.977590814150705
CtslDeltaTEC	30903b-049	1	Rarefaction	1	0.00498593135557879
CtslDeltaTEC	30903b-049	312	Rarefaction	176.462355622188	0.421806974117027
CtslDeltaTEC	30903b-049	624	Rarefaction	268.711698004878	0.513833921985069
CtslDeltaTEC	30903b-049	936	Rarefaction	333.821267776416	0.564845619396412
CtslDeltaTEC	30903b-049	1248	Rarefaction	384.468309075731	0.600211755399215
CtslDeltaTEC	30903b-049	1560	Rarefaction	425.935539154795	0.627294730083306
CtslDeltaTEC	30903b-049	1871	Rarefaction	460.895178319964	0.649134698365035
CtslDeltaTEC	30903b-049	2183	Rarefaction	491.22973602201	0.667486681741864
CtslDeltaTEC	30903b-049	2495	Rarefaction	517.899598659702	0.683232380822257
CtslDeltaTEC	30903b-049	2807	Rarefaction	541.651277249068	0.696989103288298
CtslDeltaTEC	30903b-049	3119	Rarefaction	563.023021422187	0.709178600316491
CtslDeltaTEC	30903b-049	3430	Rarefaction	582.357078943019	0.720068943550586
CtslDeltaTEC	30903b-049	3742	Rarefaction	600.085034770958	0.729952523435534
CtslDeltaTEC	30903b-049	4054	Rarefaction	616.383436900517	0.738962010355682
CtslDeltaTEC	30903b-049	4366	Rarefaction	631.445431641176	0.747229263149125
CtslDeltaTEC	30903b-049	4678	Rarefaction	645.427852555252	0.754858754663958
CtslDeltaTEC	30903b-049	4989	Rarefaction	658.419442989217	0.761912722685303
CtslDeltaTEC	30903b-049	5301	Rarefaction	670.611067336077	0.768505024876562
CtslDeltaTEC	30903b-049	5613	Rarefaction	682.050119521267	0.774668896746406
CtslDeltaTEC	30903b-049	5925	Rarefaction	692.813624493136	0.780451748696757
CtslDeltaTEC	30903b-049	6237	Rarefaction	702.967594327488	0.785893564674807
CtslDeltaTEC	30903b-049	6548	Rarefaction	712.539083273019	0.791012361845351
CtslDeltaTEC	30903b-049	6860	Rarefaction	721.639075298719	0.7958701589055
CtslDeltaTEC	30903b-049	7172	Rarefaction	730.279299681363	0.800475231708175
CtslDeltaTEC	30903b-049	7484	Rarefaction	738.497899979418	0.804849502632
CtslDeltaTEC	30903b-049	7796	Rarefaction	746.328601654237	0.809012152507576
CtslDeltaTEC	30903b-049	8107	Rarefaction	753.777956717528	0.812967635611105
CtslDeltaTEC	30903b-049	8419	Rarefaction	760.920536903286	0.816756280985601
CtslDeltaTEC	30903b-049	8731	Rarefaction	767.755787959898	0.82037834107478
CtslDeltaTEC	30903b-049	9043	Rarefaction	774.305253102343	0.823845669119502
CtslDeltaTEC	30903b-049	9355	Rarefaction	780.588372327867	0.827168893762186
CtslDeltaTEC	30903b-049	9666	Rarefaction	786.603784400393	0.830347569050147
CtslDeltaTEC	30903b-049	9978	Rarefaction	792.406115342493	0.833410761076488
CtslDeltaTEC	30903b-049	10290	Rarefaction	797.990192434701	0.836355880752899
CtslDeltaTEC	30903b-049	10602	Rarefaction	803.369310127532	0.839190062446436
CtslDeltaTEC	30903b-049	10914	Rarefaction	808.555638740008	0.841919816384449
CtslDeltaTEC	30903b-049	11225	Rarefaction	813.54458444958	0.844542818206231
CtslDeltaTEC	30903b-049	11537	Rarefaction	818.378475551598	0.847081389582917
CtslDeltaTEC	30903b-049	11849	Rarefaction	823.050453911022	0.849531973043613
CtslDeltaTEC	30903b-049	12161	Rarefaction	827.569264213459	0.85189920884512
CtslDeltaTEC	30903b-049	12473	Rarefaction	831.942997907152	0.854187386466551
CtslDeltaTEC	30903b-049	12785	Rarefaction	836.179155268192	0.856400479561157
CtslDeltaTEC	30903b-049	13096	Rarefaction	840.271743810064	0.858535422908707
CtslDeltaTEC	30903b-049	13408	Rarefaction	844.253543845702	0.860609368309705
CtslDeltaTEC	30903b-049	13720	Rarefaction	848.117225914193	0.862618536483937
CtslDeltaTEC	30903b-049	14032	Rarefaction	851.868421375529	0.864565912640633
CtslDeltaTEC	30903b-049	14344	Rarefaction	855.512391482049	0.866454288037638
CtslDeltaTEC	30903b-049	14655	Rarefaction	859.042865625069	0.868280492503008
CtslDeltaTEC	30903b-049	14967	Rarefaction	862.48714716142	0.870058715638986
CtslDeltaTEC	30903b-049	15279	Rarefaction	865.838048900272	0.871785299838645
CtslDeltaTEC	30903b-049	15591	Rarefaction	869.099633610556	0.873462411560332
CtslDeltaTEC	30903b-049	15903	Rarefaction	872.275721301279	0.875092091174284
CtslDeltaTEC	30903b-049	16214	Rarefaction	875.360117267598	0.876671255847569
CtslDeltaTEC	30903b-049	16526	Rarefaction	878.376036158044	0.878211872623817
CtslDeltaTEC	30903b-049	16838	Rarefaction	881.316627084799	0.879710508746065
CtslDeltaTEC	30903b-049	17150	Rarefaction	884.184907612511	0.8811687886685
CtslDeltaTEC	30903b-049	17462	Rarefaction	886.983729956596	0.882588250908182
CtslDeltaTEC	30903b-049	17773	Rarefaction	889.707139207053	0.883965982385481
CtslDeltaTEC	30903b-049	18085	Rarefaction	892.375196914327	0.885312223638084
CtslDeltaTEC	30903b-049	18397	Rarefaction	894.981461556903	0.886623800334748
CtslDeltaTEC	30903b-049	18709	Rarefaction	897.528228976125	0.887901962338494
CtslDeltaTEC	30903b-049	19021	Rarefaction	900.017678548254	0.889147898750272
CtslDeltaTEC	30903b-049	19332	Rarefaction	902.444164623165	0.890358896610797
CtslDeltaTEC	30903b-049	19644	Rarefaction	904.825254200291	0.891543819728729
CtslDeltaTEC	30903b-049	19956	Rarefaction	907.154930035087	0.892699753967272
CtslDeltaTEC	30903b-049	20268	Rarefaction	909.434974638418	0.893827681212344
CtslDeltaTEC	30903b-049	20580	Rarefaction	911.66708616471	0.894928539086255
CtslDeltaTEC	30903b-049	20891	Rarefaction	913.845949632383	0.895999819908471
CtslDeltaTEC	30903b-049	21203	Rarefaction	915.987117343378	0.897049267369573
CtslDeltaTEC	30903b-049	21515	Rarefaction	918.084983849608	0.898074215000821
CtslDeltaTEC	30903b-049	21827	Rarefaction	920.140956911608	0.899075447534632
CtslDeltaTEC	30903b-049	22139	Rarefaction	922.156382143042	0.900053716525519
CtslDeltaTEC	30903b-049	22450	Rarefaction	924.126273298554	0.901006712898529
CtslDeltaTEC	30903b-049	22762	Rarefaction	926.064526108465	0.901941254094186
CtslDeltaTEC	30903b-049	23074	Rarefaction	927.96592282047	0.902854903275824
CtslDeltaTEC	30903b-049	23386	Rarefaction	929.83159185903	0.903748296518155
CtslDeltaTEC	30903b-049	23698	Rarefaction	931.662614758342	0.904622044648714
CtslDeltaTEC	30903b-049	24010	Rarefaction	933.460028342686	0.905476734548294
CtslDeltaTEC	30903b-049	24321	Rarefaction	935.219221949583	0.906310279169033
CtslDeltaTEC	30903b-049	24633	Rarefaction	936.952460730274	0.907128579962712
CtslDeltaTEC	30903b-049	24945	Rarefaction	938.654952945182	0.907929449274804
CtslDeltaTEC	30903b-049	25257	Rarefaction	940.327579151907	0.908713389424281
CtslDeltaTEC	30903b-049	25569	Rarefaction	941.97118535898	0.909480884069177
CtslDeltaTEC	30903b-049	25880	Rarefaction	943.581451655476	0.910230015348949
CtslDeltaTEC	30903b-049	26192	Rarefaction	945.169513835575	0.910966048556145
CtslDeltaTEC	30903b-049	26504	Rarefaction	946.730902406608	0.911686982252489
CtslDeltaTEC	30903b-049	26816	Rarefaction	948.266342311748	0.912393233711124
CtslDeltaTEC	30903b-049	27128	Rarefaction	949.776531597347	0.91308520540951
CtslDeltaTEC	30903b-049	27439	Rarefaction	951.257419412075	0.913761134208268
CtslDeltaTEC	30903b-049	27751	Rarefaction	952.719175791544	0.914425740846137
CtslDeltaTEC	30903b-049	28063	Rarefaction	954.157625000138	0.915077191887065
CtslDeltaTEC	30903b-049	28375	Rarefaction	955.573369573759	0.91571583702361
CtslDeltaTEC	30903b-049	28687	Rarefaction	956.966990956734	0.916342014120885
CtslDeltaTEC	30903b-049	28998	Rarefaction	958.334686687577	0.916954100725468
CtslDeltaTEC	30903b-049	29310	Rarefaction	959.685792782574	0.917556347944912
CtslDeltaTEC	30903b-049	29622	Rarefaction	961.01640045964	0.918147073697891
CtslDeltaTEC	30903b-049	29934	Rarefaction	962.327015406706	0.91872657333113
CtslDeltaTEC	30903b-049	30246	Rarefaction	963.618126273795	0.919295132614096
CtslDeltaTEC	30903b-049	30557	Rarefaction	964.886158403848	0.919851256768415
CtslDeltaTEC	30903b-049	30869	Rarefaction	966.139721619138	0.920398789186793
CtslDeltaTEC	30903b-049	31181	Rarefaction	967.375150765153	0.920936184109675
CtslDeltaTEC	30903b-049	31493	Rarefaction	968.592873202188	0.921463692675942
CtslDeltaTEC	30903b-049	31805	Rarefaction	969.793303041546	0.921981558238671
CtslDeltaTEC	30903b-049	32116	Rarefaction	970.973074096896	0.922488401760497
CtslDeltaTEC	30903b-049	32428	Rarefaction	972.140160521603	0.922987710634467
CtslDeltaTEC	30903b-049	32740	Rarefaction	973.29111796371	0.923478061844014
CtslDeltaTEC	30903b-049	33052	Rarefaction	974.426310594238	0.923959670312119
CtslDeltaTEC	30903b-049	33364	Rarefaction	975.546091881268	0.924432744541573
CtslDeltaTEC	30903b-049	33675	Rarefaction	976.647286950583	0.924896010301813
CtslDeltaTEC	30903b-049	33987	Rarefaction	977.737308720962	0.925352642584863
CtslDeltaTEC	30903b-049	34299	Rarefaction	978.812914399757	0.925801329048126
CtslDeltaTEC	30903b-049	34611	Rarefaction	979.874416445624	0.926242254625117
CtslDeltaTEC	30903b-049	34923	Rarefaction	980.922118348282	0.926675598907591
CtslDeltaTEC	30903b-049	35234	Rarefaction	981.953020805727	0.92710018278485
CtslDeltaTEC	30903b-049	35546	Rarefaction	982.974038619277	0.927518905627091
CtslDeltaTEC	30903b-049	35858	Rarefaction	983.982113076378	0.927930555082539
CtslDeltaTEC	30903b-049	36170	Rarefaction	984.97751393845	0.928335291084102
CtslDeltaTEC	30903b-049	36482	Rarefaction	985.960503149049	0.928733269089463
CtslDeltaTEC	30903b-049	36794	Rarefaction	986.931335372865	0.929124640222227
CtslDeltaTEC	30903b-049	37105	Rarefaction	987.887203522402	0.929508327882971
CtslDeltaTEC	30903b-049	37417	Rarefaction	988.834494483072	0.929886942006829
CtslDeltaTEC	30903b-049	37729	Rarefaction	989.770349966304	0.930259377587127
CtslDeltaTEC	30903b-049	38041	Rarefaction	990.694997428779	0.930625769780491
CtslDeltaTEC	30903b-049	38353	Rarefaction	991.60865862853	0.930986250123493
CtslDeltaTEC	30903b-049	38664	Rarefaction	992.508671838436	0.931339818856562
CtslDeltaTEC	30903b-049	38976	Rarefaction	993.401034219314	0.9316888739623
CtslDeltaTEC	30903b-049	39288	Rarefaction	994.283039079021	0.932032390600042
CtslDeltaTEC	30903b-049	39600	Rarefaction	995.154884731982	0.932370486822496
CtslDeltaTEC	30903b-049	39912	Rarefaction	996.016765300109	0.932703277556559
CtslDeltaTEC	30903b-049	40223	Rarefaction	996.866153335896	0.93302983291324
CtslDeltaTEC	30903b-049	40535	Rarefaction	997.708694359927	0.933352361663805
CtslDeltaTEC	30903b-049	40847	Rarefaction	998.541820626552	0.933669911713021
CtslDeltaTEC	30903b-049	41159	Rarefaction	999.365706582648	0.933982586531813
CtslDeltaTEC	30903b-049	41471	Rarefaction	1000.18052230186	0.934290486937651
CtslDeltaTEC	30903b-049	41782	Rarefaction	1000.98386442198	0.934592746666833
CtslDeltaTEC	30903b-049	42094	Rarefaction	1001.78106023239	0.934891405014371
CtslDeltaTEC	30903b-049	42406	Rarefaction	1002.56967036799	0.935185575992417
CtslDeltaTEC	30903b-049	42718	Rarefaction	1003.3498481267	0.935475350621965
CtslDeltaTEC	30903b-049	43030	Rarefaction	1004.12174376326	0.935760817617302
CtslDeltaTEC	30903b-049	43341	Rarefaction	1004.88306838259	0.936041168761646
CtslDeltaTEC	30903b-049	43653	Rarefaction	1005.63886048854	0.936318291114042
CtslDeltaTEC	30903b-049	43965	Rarefaction	1006.3867983131	0.936591358828396
CtslDeltaTEC	30903b-049	44277	Rarefaction	1007.12701801434	0.936860452244915
CtslDeltaTEC	30903b-049	44589	Rarefaction	1007.85965215245	0.9371256496962
CtslDeltaTEC	30903b-049	44900	Rarefaction	1008.5825181966	0.937386195931057
CtslDeltaTEC	30903b-049	45212	Rarefaction	1009.3003910937	0.937643840906796
