Genotype	Sample	TCRa_reads	Observation_type	Shannon_diversity	Coverage
WT	30903b-046	317830	Rarefaction	4621.65853209477	0.969091749997936
WT	30903b-046	318849	Rarefaction	4622.65486203631	0.969183149739581
WT	30903b-046	319868	Rarefaction	4623.64584371727	0.969273837923508
WT	30903b-046	320886	Rarefaction	4624.63055431495	0.96936373337131
WT	30903b-046	321905	Rarefaction	4625.61097587035	0.969453019456915
WT	30903b-046	322924	Rarefaction	4626.58617888893	0.969541614192502
WT	30903b-046	323942	Rarefaction	4627.55526002053	0.969629438213754
WT	30903b-046	324961	Rarefaction	4628.52016931546	0.969716670602949
WT	30903b-046	325980	Rarefaction	4629.47998948294	0.969803231168724
WT	30903b-046	326998	Rarefaction	4630.43383649023	0.969889042346464
WT	30903b-046	328017	Rarefaction	4631.38361924471	0.969974279024713
WT	30903b-046	329036	Rarefaction	4632.32844406877	0.970058862818786
WT	30903b-046	330054	Rarefaction	4633.26742929282	0.970142717829377
WT	30903b-046	331073	Rarefaction	4634.20245674225	0.970226014918811
WT	30903b-046	332092	Rarefaction	4635.1326504965	0.970308677438992
WT	30903b-046	333110	Rarefaction	4636.05713864024	0.970390631166179
WT	30903b-046	334129	Rarefaction	4636.97777840497	0.970472042991523
WT	30903b-046	335148	Rarefaction	4637.89369684057	0.970552837979297
WT	30903b-046	336166	Rarefaction	4638.80404428993	0.970632943490549
WT	30903b-046	337185	Rarefaction	4639.71064384757	0.970712522640221
WT	30903b-046	338204	Rarefaction	4640.61263524336	0.970791502111887
WT	30903b-046	339223	Rarefaction	4641.51005869956	0.970869887468026
WT	30903b-046	340241	Rarefaction	4642.4020761357	0.970947608228761
WT	30903b-046	341260	Rarefaction	4643.29047297897	0.971024822550878
WT	30903b-046	342279	Rarefaction	4644.17441284643	0.97110145922483
WT	30903b-046	343297	Rarefaction	4645.05306959743	0.971177449224015
WT	30903b-046	344316	Rarefaction	4645.92819918821	0.971252947189571
WT	30903b-046	345335	Rarefaction	4646.7989743435	0.971327883438568
WT	30903b-046	346353	Rarefaction	4647.66458448181	0.971402190421484
WT	30903b-046	347372	Rarefaction	4648.52675932978	0.971476019285309
WT	30903b-046	348391	Rarefaction	4649.38468505505	0.971549301851697
WT	30903b-046	349409	Rarefaction	4650.23755270943	0.971621972035033
WT	30903b-046	350428	Rarefaction	4651.08707578468	0.971694177585335
WT	30903b-046	351447	Rarefaction	4651.9324470144	0.971765851818222
WT	30903b-046	352465	Rarefaction	4652.77287399783	0.971836929991531
WT	30903b-046	353484	Rarefaction	4653.61004010387	0.971907556616212
WT	30903b-046	354503	Rarefaction	4654.44315125401	0.971977666392971
WT	30903b-046	355521	Rarefaction	4655.2714237484	0.972047195985845
WT	30903b-046	356540	Rarefaction	4656.09651637613	0.972116286682376
WT	30903b-046	357559	Rarefaction	4656.91764849315	0.972184874581691
WT	30903b-046	358578	Rarefaction	4657.73484677266	0.972252964255769
WT	30903b-046	359596	Rarefaction	4658.54734639207	0.972320494137431
WT	30903b-046	360615	Rarefaction	4659.35677016418	0.972387601426107
WT	30903b-046	361634	Rarefaction	4660.16235222594	0.972454223956177
WT	30903b-046	362652	Rarefaction	4660.96333302297	0.972520301485683
WT	30903b-046	363671	Rarefaction	4661.76132175908	0.972585968151474
WT	30903b-046	364690	Rarefaction	4662.5555482832	0.972651163159806
WT	30903b-046	365708	Rarefaction	4663.34527449813	0.972715827478592
WT	30903b-046	366727	Rarefaction	4664.13207668182	0.972780092345871
WT	30903b-046	367746	Rarefaction	4664.91520556373	0.972843898245024
WT	30903b-046	368764	Rarefaction	4665.69392752027	0.972907187334875
WT	30903b-046	369783	Rarefaction	4666.46979271853	0.972970088044591
WT	30903b-046	370802	Rarefaction	4667.242072245	0.973032542079178
WT	30903b-046	371820	Rarefaction	4668.01003154901	0.973094492789992
WT	30903b-046	372839	Rarefaction	4668.77520789351	0.973156065851727
WT	30903b-046	373858	Rarefaction	4669.53687448042	0.973217204159638
WT	30903b-046	374876	Rarefaction	4670.29431087167	0.973277852245697
WT	30903b-046	375895	Rarefaction	4671.04903225899	0.973338133103486
WT	30903b-046	376914	Rarefaction	4671.80031733723	0.973397990775347
WT	30903b-046	377933	Rarefaction	4672.54819052961	0.973457429040732
WT	30903b-046	378951	Rarefaction	4673.2919504884	0.973516393916273
WT	30903b-046	379970	Rarefaction	4674.03308507255	0.97357500498732
WT	30903b-046	380989	Rarefaction	4674.77088043997	0.973633207770271
WT	30903b-046	382007	Rarefaction	4675.50464036956	0.973690949407366
WT	30903b-046	383026	Rarefaction	4676.23583952476	0.973748346906201
WT	30903b-046	384045	Rarefaction	4676.96377041646	0.973805346928522
WT	30903b-046	385063	Rarefaction	4677.68774990968	0.973861897641906
WT	30903b-046	386082	Rarefaction	4678.40922635557	0.973918113641285
WT	30903b-046	387101	Rarefaction	4679.12750540491	0.973973942658594
WT	30903b-046	388119	Rarefaction	4679.84191248145	0.97402933387792
WT	30903b-046	389138	Rarefaction	4680.55387289942	0.974084399513622
WT	30903b-046	390157	Rarefaction	4681.26270554627	0.974139088356363
WT	30903b-046	391175	Rarefaction	4681.96774228291	0.974193350572846
WT	30903b-046	392194	Rarefaction	4682.67038552052	0.974247296105887
WT	30903b-046	393213	Rarefaction	4683.36996961342	0.974300874703773
WT	30903b-046	394231	Rarefaction	4684.06583389986	0.974354037555557
WT	30903b-046	395250	Rarefaction	4684.75935976489	0.974406892326611
WT	30903b-046	396269	Rarefaction	4685.44988935996	0.974459389754118
WT	30903b-046	397288	Rarefaction	4686.13744096321	0.974511533015746
WT	30903b-046	398306	Rarefaction	4686.82136716905	0.974563274520491
WT	30903b-046	399325	Rarefaction	4687.50302769658	0.974614719065275
WT	30903b-046	400344	Rarefaction	4688.18177467404	0.974665818642694
WT	30903b-046	401362	Rarefaction	4688.85696373841	0.974716526641014
WT	30903b-046	402381	Rarefaction	4689.52994268207	0.97476694568003
WT	30903b-046	403400	Rarefaction	4690.20006611236	0.974817028767291
WT	30903b-046	404418	Rarefaction	4690.86669756269	0.974866730142137
WT	30903b-046	405437	Rarefaction	4691.53116736297	0.974916150378954
WT	30903b-046	406456	Rarefaction	4692.19284200345	0.974965243363784
WT	30903b-046	407474	Rarefaction	4692.8510939018	0.975013964239569
WT	30903b-046	408493	Rarefaction	4693.50722982577	0.97506241154989
WT	30903b-046	409512	Rarefaction	4694.16062828016	0.975110540092559
WT	30903b-046	410530	Rarefaction	4694.81066428126	0.975158305877598
WT	30903b-046	411549	Rarefaction	4695.45863571929	0.975205805449639
WT	30903b-046	412568	Rarefaction	4696.10392102964	0.975252994492121
WT	30903b-046	413587	Rarefaction	4696.7465395915	0.975299875684717
WT	30903b-046	414605	Rarefaction	4697.38588191549	0.975346406136905
WT	30903b-046	415624	Rarefaction	4698.02321963873	0.975392679916856
WT	30903b-046	416643	Rarefaction	4698.65793995651	0.975438653755368
WT	30903b-046	417661	Rarefaction	4699.28944791862	0.975484285618875
WT	30903b-046	418680	Rarefaction	4699.9189945118	0.975529667680135
WT	30903b-046	419699	Rarefaction	4700.54597670679	0.975574757551202
WT	30903b-046	420717	Rarefaction	4701.16980350839	0.975619513888847
WT	30903b-046	421736	Rarefaction	4701.79171176429	0.975664027152214
WT	30903b-046	422755	Rarefaction	4702.41110812712	0.975708255708801
WT	30903b-046	423773	Rarefaction	4703.02740262996	0.975752158994493
WT	30903b-046	424792	Rarefaction	4703.64182674944	0.975795825736108
WT	30903b-046	425811	Rarefaction	4704.25378366292	0.975839215045998
WT	30903b-046	426829	Rarefaction	4704.86269585403	0.97588228712821
WT	30903b-046	427848	Rarefaction	4705.46977586431	0.975925128983859
WT	30903b-046	428867	Rarefaction	4706.07443954781	0.975967700500253
WT	30903b-046	429885	Rarefaction	4706.67611102469	0.976009962612965
WT	30903b-046	430904	Rarefaction	4707.27598920199	0.976052000650989
WT	30903b-046	431923	Rarefaction	4707.87349776931	0.976093775251428
WT	30903b-046	432942	Rarefaction	4708.46865128042	0.976135288662281
WT	30903b-046	433960	Rarefaction	4709.06088503146	0.976176502742164
WT	30903b-046	434979	Rarefaction	4709.65137717957	0.976217500718924
WT	30903b-046	435998	Rarefaction	4710.23955526978	0.976258244135844
WT	30903b-046	437016	Rarefaction	4710.82486990327	0.976298695556311
WT	30903b-046	438035	Rarefaction	4711.40847706053	0.976338936633282
WT	30903b-046	439054	Rarefaction	4711.98981644276	0.976378929614506
WT	30903b-046	440072	Rarefaction	4712.56833732034	0.976418637763183
WT	30903b-046	441091	Rarefaction	4713.14519081775	0.97645814113759
WT	30903b-046	442110	Rarefaction	4713.71981982734	0.976497402730024
WT	30903b-046	443128	Rarefaction	4714.2916784226	0.976536386395679
WT	30903b-046	444147	Rarefaction	4714.86190252365	0.976575170788616
WT	30903b-046	445166	Rarefaction	4715.42994694911	0.976613719488942
WT	30903b-046	446184	Rarefaction	4715.995265119	0.976651997035013
WT	30903b-046	447203	Rarefaction	4716.55898652481	0.976690080604505
WT	30903b-046	448222	Rarefaction	4717.12056528927	0.97672793442671
WT	30903b-046	449240	Rarefaction	4717.67946754642	0.976765523681905
WT	30903b-046	450259	Rarefaction	4718.23680410756	0.976802924098417
WT	30903b-046	451278	Rarefaction	4718.79203811677	0.976840100593529
WT	30903b-046	452297	Rarefaction	4719.34518210211	0.976877055055306
WT	30903b-046	453315	Rarefaction	4719.89571076794	0.976913753416016
WT	30903b-046	454334	Rarefaction	4720.44471601543	0.976950269628865
WT	30903b-046	455353	Rarefaction	4720.991670633	0.97698656938983
WT	30903b-046	456371	Rarefaction	4721.53605122491	0.977022619222715
WT	30903b-046	457390	Rarefaction	4722.07894248586	0.977058491771687
WT	30903b-046	458409	Rarefaction	4722.61981898798	0.977094153289383
WT	30903b-046	459427	Rarefaction	4723.15816484768	0.977129570892113
WT	30903b-046	460446	Rarefaction	4723.69505116348	0.977164815930258
WT	30903b-046	461465	Rarefaction	4724.22995993777	0.977199855244282
WT	30903b-046	462483	Rarefaction	4724.76238059426	0.977234656477979
WT	30903b-046	463502	Rarefaction	4725.293369632	0.97726928971792
WT	30903b-046	464521	Rarefaction	4725.82241621824	0.977303722410776
WT	30903b-046	465539	Rarefaction	4726.34901548701	0.977337922709944
WT	30903b-046	466558	Rarefaction	4726.87421424745	0.97737195951056
WT	30903b-046	467577	Rarefaction	4727.39750497907	0.977405800751518
WT	30903b-046	468595	Rarefaction	4727.91838825878	0.977439415154516
WT	30903b-046	469614	Rarefaction	4728.43789653595	0.977472870400065
WT	30903b-046	470633	Rarefaction	4728.95553249655	0.977506134971368
WT	30903b-046	471652	Rarefaction	4729.47130429059	0.977539210477213
WT	30903b-046	472670	Rarefaction	4729.98471877892	0.977572066321927
WT	30903b-046	473689	Rarefaction	4730.4967997736	0.977604768640005
WT	30903b-046	474708	Rarefaction	4731.00704821692	0.977637286578508
WT	30903b-046	475726	Rarefaction	4731.51497882718	0.977669590095961
WT	30903b-046	476745	Rarefaction	4732.02160112402	0.977701744143281
WT	30903b-046	477764	Rarefaction	4732.5264226133	0.977733718422532
WT	30903b-046	478782	Rarefaction	4733.028964783	0.977765483335707
WT	30903b-046	479801	Rarefaction	4733.53022176893	0.977797102776415
WT	30903b-046	480820	Rarefaction	4734.02971152106	0.977828546917561
WT	30903b-046	481838	Rarefaction	4734.52695600951	0.977859786643802
WT	30903b-046	482857	Rarefaction	4735.02294269566	0.977890884762173
WT	30903b-046	483876	Rarefaction	4735.5171918579	0.977921811955872
WT	30903b-046	484894	Rarefaction	4736.00923020287	0.977952539532758
WT	30903b-046	485913	Rarefaction	4736.50003576867	0.977983129290868
WT	30903b-046	486932	Rarefaction	4736.98913398123	0.978013552334512
WT	30903b-046	487950	Rarefaction	4737.47605606209	0.978043780474121
WT	30903b-046	488969	Rarefaction	4737.96176860451	0.978073874458218
WT	30903b-046	489988	Rarefaction	4738.4458028268	0.978103805890586
WT	30903b-046	491007	Rarefaction	4738.92816765163	0.978133576101494
WT	30903b-046	492025	Rarefaction	4739.40840147576	0.978163157482834
WT	30903b-046	493044	Rarefaction	4739.88745725913	0.978192609445183
WT	30903b-046	494063	Rarefaction	4740.36487170752	0.978221904208656
WT	30903b-046	495081	Rarefaction	4740.84018820424	0.978251014539101
WT	30903b-046	496100	Rarefaction	4741.31434922654	0.978279998921411
WT	30903b-046	497119	Rarefaction	4741.78689678956	0.97830882996988
WT	30903b-046	498137	Rarefaction	4742.25737823993	0.978337480895176
WT	30903b-046	499156	Rarefaction	4742.72672613037	0.978366009233963
WT	30903b-046	500175	Rarefaction	4743.19448719681	0.97839438804206
WT	30903b-046	501193	Rarefaction	4743.66021342036	0.978422590901554
WT	30903b-046	502212	Rarefaction	4744.12482856631	0.9784506744823
WT	30903b-046	503231	Rarefaction	4744.58788273948	0.978478612212905
WT	30903b-046	504249	Rarefaction	4745.04893250248	0.978506378077037
WT	30903b-046	505268	Rarefaction	4745.50889226285	0.978534027852021
WT	30903b-046	506287	Rarefaction	4745.96731681881	0.978561535363021
WT	30903b-046	507306	Rarefaction	4746.42421447239	0.978588901789252
WT	30903b-046	507307	Observed	4746.4246621037	0.97858892857661
WT	30903b-047	1	Rarefaction	1	0.00145023237169162
WT	30903b-047	700	Rarefaction	472.34611045141	0.313754907464275
WT	30903b-047	1400	Rarefaction	770.806174226543	0.403619019993863
WT	30903b-047	2099	Rarefaction	998.532304888236	0.458519472577161
WT	30903b-047	2799	Rarefaction	1184.87855904981	0.498120821840867
WT	30903b-047	3499	Rarefaction	1342.9143525966	0.528906766274333
WT	30903b-047	4198	Rarefaction	1480.06981302566	0.553938278526152
WT	30903b-047	4898	Rarefaction	1601.54192006821	0.575005988979501
WT	30903b-047	5597	Rarefaction	1710.23561734952	0.593104496245861
WT	30903b-047	6297	Rarefaction	1808.7861438191	0.608980379508512
WT	30903b-047	6997	Rarefaction	1898.75425658869	0.62308611818039
WT	30903b-047	7696	Rarefaction	1981.34337525425	0.63574878665178
WT	30903b-047	8396	Rarefaction	2057.81908446842	0.647258846143469
WT	30903b-047	9095	Rarefaction	2128.78312457436	0.657775815158931
WT	30903b-047	9795	Rarefaction	2195.10592161717	0.667479131556866
WT	30903b-047	10495	Rarefaction	2257.23280189078	0.676471090347012
WT	30903b-047	11194	Rarefaction	2315.54210299046	0.684834747816945
WT	30903b-047	11894	Rarefaction	2370.58761815236	0.692670903720858
WT	30903b-047	12593	Rarefaction	2422.54103016558	0.700020363713342
WT	30903b-047	13293	Rarefaction	2471.8341317763	0.706956893058709
WT	30903b-047	13993	Rarefaction	2518.63592735709	0.713514075072412
WT	30903b-047	14692	Rarefaction	2563.09825745336	0.719720972320671
WT	30903b-047	15392	Rarefaction	2605.53576541352	0.725627592365039
WT	30903b-047	16091	Rarefaction	2645.99223834612	0.731244824435329
WT	30903b-047	16791	Rarefaction	2684.73007156731	0.736612902293865
WT	30903b-047	17491	Rarefaction	2721.82087327664	0.74174474110853
WT	30903b-047	18190	Rarefaction	2757.33196040262	0.746652059008545
WT	30903b-047	18890	Rarefaction	2791.47002320889	0.751365313625023
WT	30903b-047	19589	Rarefaction	2824.23213357771	0.755885597140294
WT	30903b-047	20289	Rarefaction	2855.79783340536	0.760238863899867
WT	30903b-047	20989	Rarefaction	2886.19733483798	0.764430205232965
WT	30903b-047	21688	Rarefaction	2915.46057976531	0.768464473983293
WT	30903b-047	22388	Rarefaction	2943.73612714701	0.772362708700654
WT	30903b-047	23087	Rarefaction	2971.00245463925	0.776122366193432
WT	30903b-047	23787	Rarefaction	2997.39209999955	0.779762037909539
WT	30903b-047	24487	Rarefaction	3022.91561658924	0.783283410745911
WT	30903b-047	25186	Rarefaction	3047.5846192645	0.78668824281552
WT	30903b-047	25886	Rarefaction	3071.51247484483	0.789992282931273
WT	30903b-047	26585	Rarefaction	3094.67037209327	0.793191608031127
WT	30903b-047	27285	Rarefaction	3117.16134268326	0.796300470956519
WT	30903b-047	27985	Rarefaction	3138.98596410057	0.79931894469044
WT	30903b-047	28684	Rarefaction	3160.14627207355	0.802247272654772
WT	30903b-047	29384	Rarefaction	3180.73249905722	0.805097889658633
WT	30903b-047	30083	Rarefaction	3200.71350690785	0.807866417206529
WT	30903b-047	30783	Rarefaction	3220.17241081358	0.810564293750687
WT	30903b-047	31483	Rarefaction	3239.10455455585	0.813190791242872
WT	30903b-047	32182	Rarefaction	3257.50678683381	0.815745377237799
WT	30903b-047	32882	Rarefaction	3275.45317726912	0.818238237486795
WT	30903b-047	33581	Rarefaction	3292.91254937776	0.820664943265827
WT	30903b-047	34281	Rarefaction	3309.95382401794	0.823034973496505
WT	30903b-047	34981	Rarefaction	3326.56959120337	0.82534720061244
WT	30903b-047	35680	Rarefaction	3342.75386921989	0.827600689154835
WT	30903b-047	36380	Rarefaction	3358.56889656565	0.829804006324312
WT	30903b-047	37079	Rarefaction	3373.98452451823	0.83195285463226
WT	30903b-047	37779	Rarefaction	3389.05911936965	0.834055274702699
WT	30903b-047	38479	Rarefaction	3403.78388631774	0.83610994958684
WT	30903b-047	39178	Rarefaction	3418.1513298208	0.838115740640963
WT	30903b-047	39878	Rarefaction	3432.21471484739	0.840079996576645
WT	30903b-047	40577	Rarefaction	3445.94538386774	0.841998630283329
WT	30903b-047	41277	Rarefaction	3459.39360049801	0.843878583437713
WT	30903b-047	41977	Rarefaction	3472.54995440433	0.845718463826354
WT	30903b-047	42676	Rarefaction	3485.40620295525	0.847517041663377
WT	30903b-047	43376	Rarefaction	3498.00860283176	0.849280715753158
WT	30903b-047	44075	Rarefaction	3510.33016120765	0.851005639132318
WT	30903b-047	44775	Rarefaction	3522.41474932648	0.852697886926689
WT	30903b-047	45475	Rarefaction	3534.25278866687	0.85435605567097
WT	30903b-047	46174	Rarefaction	3545.83574530539	0.855978888338156
WT	30903b-047	46874	Rarefaction	3557.20427244701	0.857572022957694
WT	30903b-047	47573	Rarefaction	3568.33306004288	0.85913185789747
WT	30903b-047	48273	Rarefaction	3579.26082829986	0.860663768107226
WT	30903b-047	48973	Rarefaction	3589.97809276004	0.862166374678336
WT	30903b-047	49672	Rarefaction	3600.47629450358	0.863638430312844
WT	30903b-047	50372	Rarefaction	3610.79152246668	0.865084950550357
WT	30903b-047	51071	Rarefaction	3620.90009541682	0.86650257260008
WT	30903b-047	51771	Rarefaction	3630.83650697203	0.867896093482255
WT	30903b-047	52471	Rarefaction	3640.59151298253	0.869264179089899
WT	30903b-047	53170	Rarefaction	3650.1566966081	0.870605613356348
WT	30903b-047	53870	Rarefaction	3659.56436084137	0.871924893143248
WT	30903b-047	54569	Rarefaction	3668.79236812329	0.873218881843449
WT	30903b-047	55269	Rarefaction	3677.87168550475	0.874491892511162
WT	30903b-047	55969	Rarefaction	3686.79339646632	0.875742646086574
WT	30903b-047	56668	Rarefaction	3695.54931558146	0.876969969781983
WT	30903b-047	57368	Rarefaction	3704.1685742121	0.878177921909781
WT	30903b-047	58067	Rarefaction	3712.63046437573	0.879363577644152
WT	30903b-047	58767	Rarefaction	3720.96298470588	0.880530838400452
WT	30903b-047	59467	Rarefaction	3729.15758066675	0.881678485469461
WT	30903b-047	60166	Rarefaction	3737.20635835279	0.882805395455701
WT	30903b-047	60866	Rarefaction	3745.13574810031	0.883915251299985
WT	30903b-047	61565	Rarefaction	3752.92636880452	0.885005324800416
WT	30903b-047	62265	Rarefaction	3760.60368170113	0.886079163526715
WT	30903b-047	62965	Rarefaction	3768.15951698404	0.887135610459442
WT	30903b-047	63664	Rarefaction	3775.58629502184	0.888173594477242
WT	30903b-047	64364	Rarefaction	3782.90812796495	0.889196474080022
WT	30903b-047	65063	Rarefaction	3790.10685718276	0.890201702354183
WT	30903b-047	65763	Rarefaction	3797.20575800415	0.891192520062232
WT	30903b-047	66463	Rarefaction	3804.19704394685	0.892167831204441
WT	30903b-047	67162	Rarefaction	3811.07346214363	0.893126617624544
WT	30903b-047	67862	Rarefaction	3817.85711691169	0.894071954582982
WT	30903b-047	68561	Rarefaction	3824.53097153556	0.895001462524221
WT	30903b-047	69261	Rarefaction	3831.11640092562	0.89591811338034
WT	30903b-047	69961	Rarefaction	3837.60599747692	0.896820870558039
WT	30903b-047	70660	Rarefaction	3843.99283299695	0.897708768212959
WT	30903b-047	71360	Rarefaction	3850.29725675122	0.89858463247715
WT	30903b-047	72059	Rarefaction	3856.50326615423	0.899446237920775
WT	30903b-047	72759	Rarefaction	3862.63057002853	0.900296319499386
WT	30903b-047	73459	Rarefaction	3868.67212465979	0.901133897731179
WT	30903b-047	74158	Rarefaction	3874.62132041959	0.90195805718744
WT	30903b-047	74858	Rarefaction	3880.49696611809	0.902771403627121
WT	30903b-047	75557	Rarefaction	3886.28400544388	0.903571853675872
WT	30903b-047	76257	Rarefaction	3892.00068117038	0.904361931853238
WT	30903b-047	76957	Rarefaction	3897.64029614498	0.905140712955039
WT	30903b-047	77656	Rarefaction	3903.19654715171	0.905907330105213
WT	30903b-047	78356	Rarefaction	3908.68688064059	0.906664192842612
WT	30903b-047	79055	Rarefaction	3914.0971108005	0.90740934846955
WT	30903b-047	79755	Rarefaction	3919.44417816058	0.908145133881372
WT	30903b-047	80455	Rarefaction	3924.72171719796	0.908870675180226
WT	30903b-047	81154	Rarefaction	3929.92371861299	0.909585151874099
WT	30903b-047	81854	Rarefaction	3935.0664137232	0.910290797558632
WT	30903b-047	82553	Rarefaction	3940.13641559438	0.910985780367801
WT	30903b-047	83253	Rarefaction	3945.14951040124	0.911672268699798
WT	30903b-047	83953	Rarefaction	3950.09964052292	0.912349437093104
WT	30903b-047	84652	Rarefaction	3954.98107724864	0.913016508977731
WT	30903b-047	85352	Rarefaction	3959.80896599015	0.913675559892051
WT	30903b-047	86051	Rarefaction	3964.57065994922	0.914324869281616
WT	30903b-047	86751	Rarefaction	3969.28090253485	0.914966453868995
WT	30903b-047	87451	Rarefaction	3973.93393039134	0.915599533709457
WT	30903b-047	88150	Rarefaction	3978.52428042891	0.916223373700545
WT	30903b-047	88850	Rarefaction	3983.06612307414	0.916839906619446
WT	30903b-047	89549	Rarefaction	3987.54749098548	0.917447514879336
WT	30903b-047	90249	Rarefaction	3991.98219276498	0.918048077879197
WT	30903b-047	90949	Rarefaction	3996.36474000356	0.918640858491522
WT	30903b-047	91648	Rarefaction	4000.6899222379	0.919225160748045
WT	30903b-047	92348	Rarefaction	4004.97102891758	0.919802787876648
WT	30903b-047	93047	Rarefaction	4009.19672137123	0.920372217652634
WT	30903b-047	93747	Rarefaction	4013.37996031716	0.920935204787208
WT	30903b-047	94447	Rarefaction	4017.51552004745	0.921491052241877
WT	30903b-047	95146	Rarefaction	4021.59842355821	0.922039100988234
WT	30903b-047	95846	Rarefaction	4025.64116414984	0.922581036339523
WT	30903b-047	96545	Rarefaction	4029.63298442908	0.923115424422829
WT	30903b-047	97245	Rarefaction	4033.58607931746	0.923643906432974
WT	30903b-047	97945	Rarefaction	4037.49546422317	0.924165822837635
WT	30903b-047	98644	Rarefaction	4041.35638497944	0.924680549344675
WT	30903b-047	99344	Rarefaction	4045.18061330311	0.925189663728827
WT	30903b-047	100043	Rarefaction	4048.95792606382	0.925691814065492
WT	30903b-047	100743	Rarefaction	4052.69982236139	0.926188537664513
WT	30903b-047	101443	Rarefaction	4056.40154490933	0.926679210373778
WT	30903b-047	102142	Rarefaction	4060.05855081461	0.927163240499643
WT	30903b-047	102842	Rarefaction	4063.68194800502	0.927642107349617
WT	30903b-047	103541	Rarefaction	4067.26201573003	0.928114535042348
WT	30903b-047	104241	Rarefaction	4070.80961488719	0.9285819659184
WT	30903b-047	104941	Rarefaction	4074.3202008074	0.92904380876631
WT	30903b-047	105640	Rarefaction	4077.78942921999	0.929499502622783
WT	30903b-047	106340	Rarefaction	4081.22780419397	0.929950436454784
WT	30903b-047	107039	Rarefaction	4084.62606669618	0.93039540512685
WT	30903b-047	107739	Rarefaction	4087.9944955206	0.930835763616097
WT	30903b-047	108439	Rarefaction	4091.32874809136	0.931270951731794
WT	30903b-047	109138	Rarefaction	4094.6246617635	0.931700437331857
WT	30903b-047	109838	Rarefaction	4097.89218976373	0.932125526230739
WT	30903b-047	110537	Rarefaction	4101.12250436309	0.932545079265077
WT	30903b-047	111237	Rarefaction	4104.32534664782	0.932960370911904
WT	30903b-047	111937	Rarefaction	4107.49656170623	0.933370870092756
WT	30903b-047	112636	Rarefaction	4110.63216544959	0.933776071730114
WT	30903b-047	113336	Rarefaction	4113.74159965683	0.93417720503099
WT	30903b-047	114035	Rarefaction	4116.81643575352	0.934573192283464
WT	30903b-047	114735	Rarefaction	4119.86592687608	0.934965233685216
WT	30903b-047	115435	Rarefaction	4122.8860907982	0.935352825467687
WT	30903b-047	116134	Rarefaction	4125.87311035296	0.935735488087379
WT	30903b-047	116834	Rarefaction	4128.83595487799	0.936114379871955
WT	30903b-047	117533	Rarefaction	4131.76657438933	0.936488480463642
WT	30903b-047	118233	Rarefaction	4134.67376122165	0.936858921442426
WT	30903b-047	118933	Rarefaction	4137.55370499033	0.937225224621704
WT	30903b-047	119632	Rarefaction	4140.40274034764	0.937586934460066
WT	30903b-047	120332	Rarefaction	4143.2294029016	0.937945143730005
WT	30903b-047	121031	Rarefaction	4146.0259940484	0.938298885711715
WT	30903b-047	121731	Rarefaction	4148.80088632405	0.938649228266117
WT	30903b-047	122431	Rarefaction	4151.55042162476	0.938995717363728
WT	30903b-047	123130	Rarefaction	4154.27108286027	0.939337920018775
WT	30903b-047	123830	Rarefaction	4156.97100494776	0.93967686818079
WT	30903b-047	124529	Rarefaction	4159.64281493675	0.940011645234246
WT	30903b-047	125229	Rarefaction	4162.29449453326	0.940343260068256
WT	30903b-047	125929	Rarefaction	4164.92253704744	0.94067128125708
WT	30903b-047	126628	Rarefaction	4167.5235594437	0.940995297056113
WT	30903b-047	127328	Rarefaction	4170.10532293582	0.941316282936834
WT	30903b-047	128027	Rarefaction	4172.66076438946	0.941633369197318
WT	30903b-047	128727	Rarefaction	4175.19750014764	0.941947509855627
WT	30903b-047	129427	Rarefaction	4177.71216190126	0.942258294788262
WT	30903b-047	130126	Rarefaction	4180.20150020856	0.942565332269172
WT	30903b-047	130826	Rarefaction	4182.67292769556	0.942869545182529
WT	30903b-047	131525	Rarefaction	4185.11966756206	0.943170107824377
WT	30903b-047	132225	Rarefaction	4187.54900118014	0.943467923140764
WT	30903b-047	132925	Rarefaction	4189.95768954797	0.943762601026043
WT	30903b-047	133624	Rarefaction	4192.34260603373	0.944053768617741
WT	30903b-047	134324	Rarefaction	4194.71084007055	0.944342299811557
WT	30903b-047	135023	Rarefaction	4197.05588615786	0.944627410227772
WT	30903b-047	135723	Rarefaction	4199.38471046314	0.944909955086839
WT	30903b-047	136423	Rarefaction	4201.69419634939	0.945189563183691
WT	30903b-047	137122	Rarefaction	4203.98133571075	0.945465879482528
WT	30903b-047	137822	Rarefaction	4206.25291253581	0.945739732122037
WT	30903b-047	138521	Rarefaction	4208.50268064683	0.946010375514275
WT	30903b-047	139221	Rarefaction	4210.73730772558	0.946278620367885
WT	30903b-047	139921	Rarefaction	4212.95379885204	0.94654411327819
WT	30903b-047	140620	Rarefaction	4215.14924890511	0.946806516010002
WT	30903b-047	141320	Rarefaction	4217.33016705643	0.947066613937593
WT	30903b-047	142019	Rarefaction	4219.49053998442	0.947323697941625
WT	30903b-047	142719	Rarefaction	4221.63676613119	0.947578537135626
WT	30903b-047	143419	Rarefaction	4223.76595625035	0.947830794877976
WT	30903b-047	144118	Rarefaction	4225.87531301646	0.94808014876286
WT	30903b-047	144818	Rarefaction	4227.9710778809	0.94832734423273
WT	30903b-047	145517	Rarefaction	4230.04746575695	0.948571706419815
WT	30903b-047	146217	Rarefaction	4232.11061678661	0.948813965504254
WT	30903b-047	146917	Rarefaction	4234.15774521063	0.949053800678535
